"alpha3","country","date","cases","new_cases","deaths","population","casesPer100k","deathsPer100k","Income group","Continent","Region"
"ITA","Italy",2020-04-04,124632,4805,15362,60462000,206.1,25.4,"High income","Europe","Southern Europe"
"JAM","Jamaica",2020-04-04,53,6,3,2961000,1.8,0.1,"Upper middle income","North America","Caribbean"
"JPN","Japan",2020-04-04,3525,371,87,126476000,2.8,0.1,"High income","Asia","Eastern Asia"
"JOR","Jordan",2020-04-04,323,13,5,10203000,3.2,0,"Upper middle income","Asia","Western Asia"
"KAZ","Kazakhstan",2020-04-04,531,67,5,18777000,2.8,0,"Upper middle income","Asia","Central Asia"
"KEN","Kenya",2020-04-04,126,4,4,53771000,0.2,0,"Lower middle income","Africa","Eastern Africa"
"XKX","Kosovo",2020-04-04,135,9,1,1800000,7.5,0.1,"Upper middle income","Europe","Southern Europe"
"KWT","Kuwait",2020-04-04,479,62,1,4271000,11.2,0,"High income","Asia","Western Asia"
"KGZ","Kyrgyzstan",2020-04-04,144,14,1,6524000,2.2,0,"Lower middle income","Asia","Central Asia"
"LAO","Lao People's Democratic Republic",2020-04-04,10,0,0,7276000,0.1,0,"Lower middle income","Asia","South-eastern Asia"
"LVA","Latvia",2020-04-04,509,16,1,1886000,27,0.1,"High income","Europe","Northern Europe"
"LBN","Lebanon",2020-04-04,520,12,17,6825000,7.6,0.2,"Upper middle income","Asia","Western Asia"
"LBR","Liberia",2020-04-04,10,3,1,5058000,0.2,0,"Low income","Africa","Western Africa"
"LBY","Libya",2020-04-04,18,7,1,6871000,0.3,0,"Upper middle income","Africa","Northern Africa"
"LIE","Liechtenstein",2020-04-04,77,1,1,38000,202.6,2.6,"High income","Europe","Western Europe"
"LTU","Lithuania",2020-04-04,771,75,11,2722000,28.3,0.4,"High income","Europe","Northern Europe"
"LUX","Luxembourg",2020-04-04,2729,117,31,626000,435.9,5,"High income","Europe","Western Europe"
"MAC","Macao",2020-04-04,43,0,0,649000,6.6,0,"High income","Asia","Eastern Asia"
"MDG","Madagascar",2020-04-04,70,0,0,27691000,0.3,0,"Low income","Africa","Eastern Africa"
"CHN","Mainland China",2020-04-04,81638,15,3326,1439324000,5.7,0.2,"Upper middle income","Asia","Eastern Asia"
"MWI","Malawi",2020-04-04,4,1,0,19130000,0,0,"Low income","Africa","Eastern Africa"
"MYS","Malaysia",2020-04-04,3483,150,57,32366000,10.8,0.2,"Upper middle income","Asia","South-eastern Asia"
"MDV","Maldives",2020-04-04,19,0,0,541000,3.5,0,"Upper middle income","Asia","Southern Asia"
"MLI","Mali",2020-04-04,41,2,3,20251000,0.2,0,"Low income","Africa","Western Africa"
"MLT","Malta",2020-04-04,213,11,0,442000,48.2,0,"High income","Europe","Southern Europe"
"MRT","Mauritania",2020-04-04,6,0,1,4650000,0.1,0,"Lower middle income","Africa","Western Africa"
"MUS","Mauritius",2020-04-04,196,10,7,1272000,15.4,0.6,"Upper middle income","Africa","Eastern Africa"
"MEX","Mexico",2020-04-04,1890,202,79,128933000,1.5,0.1,"Upper middle income","North America","Central America"
"MCO","Monaco",2020-04-04,66,2,1,39000,169.2,2.6,"High income","Europe","Western Europe"
"MNG","Mongolia",2020-04-04,14,0,0,3278000,0.4,0,"Lower middle income","Asia","Eastern Asia"
"MNE","Montenegro",2020-04-04,201,27,2,628000,32,0.3,"Upper middle income","Europe","Southern Europe"
"MAR","Morocco",2020-04-04,919,128,59,36911000,2.5,0.2,"Lower middle income","Africa","Northern Africa"
"MOZ","Mozambique",2020-04-04,10,0,0,31255000,0,0,"Low income","Africa","Eastern Africa"
NA,"MS Zaandam",2020-04-04,9,0,2,NA,NA,NA,NA,NA,NA
"MMR","Myanmar",2020-04-04,21,1,1,54410000,0,0,"Lower middle income","Asia","South-eastern Asia"
"NAM","Namibia",2020-04-04,14,0,0,2541000,0.6,0,"Upper middle income","Africa","Southern Africa"
"NPL","Nepal",2020-04-04,9,3,0,29137000,0,0,"Low income","Asia","Southern Asia"
"NLD","Netherlands",2020-04-04,16727,906,1656,17135000,97.6,9.7,"High income","Europe","Western Europe"
"NZL","New Zealand",2020-04-04,950,82,1,4822000,19.7,0,"High income","Oceania","Australia and New Zealand"
"NIC","Nicaragua",2020-04-04,5,0,1,6625000,0.1,0,"Lower middle income","North America","Central America"
"NER","Niger",2020-04-04,144,24,8,24207000,0.6,0,"Low income","Africa","Western Africa"
"NGA","Nigeria",2020-04-04,214,4,4,206140000,0.1,0,"Lower middle income","Africa","Western Africa"
"MKD","North Macedonia",2020-04-04,483,53,17,2083000,23.2,0.8,"Upper middle income","Europe","Southern Europe"
"NOR","Norway",2020-04-04,5550,180,62,5421000,102.4,1.1,"High income","Europe","Northern Europe"
"PSE","Occupied Palestinian Territory",2020-04-04,217,23,1,5101000,4.3,0,"Lower middle income","Asia","Western Asia"
"OMN","Oman",2020-04-04,277,25,2,5107000,5.4,0,"High income","Asia","Western Asia"
"PAK","Pakistan",2020-04-04,3157,339,47,220892000,1.4,0,"Lower middle income","Asia","Southern Asia"
"PAN","Panama",2020-04-04,1673,198,41,4315000,38.8,1,"High income","North America","Central America"
"PNG","Papua New Guinea",2020-04-04,1,0,0,8947000,0,0,"Lower middle income","Oceania","Melanesia"
"PRY","Paraguay",2020-04-04,96,4,3,7133000,1.3,0,"Upper middle income","South America","South America"
"PER","Peru",2020-04-04,1746,151,73,32972000,5.3,0.2,"Upper middle income","South America","South America"
"PHL","Philippines",2020-04-04,3094,76,144,109581000,2.8,0.1,"Lower middle income","Asia","South-eastern Asia"
"POL","Poland",2020-04-04,3627,244,79,37847000,9.6,0.2,"High income","Europe","Eastern Europe"
"PRT","Portugal",2020-04-04,10524,638,266,10197000,103.2,2.6,"High income","Europe","Southern Europe"
"QAT","Qatar",2020-04-04,1325,250,3,2881000,46,0.1,"High income","Asia","Western Asia"
"KOR","Republic of Korea",2020-04-04,10156,94,177,51269000,19.8,0.3,"High income","Asia","Eastern Asia"
"MDA","Republic of Moldova",2020-04-04,752,161,12,4034000,18.6,0.3,"Lower middle income","Europe","Eastern Europe"
"COG","Republic of the Congo",2020-04-04,22,0,2,5518000,0.4,0,"Lower middle income","Africa","Middle Africa"
"ROU","Romania",2020-04-04,3613,430,146,19238000,18.8,0.8,"Upper middle income","Europe","Eastern Europe"
"RUS","Russia",2020-04-04,4731,582,43,145934000,3.2,0,"Upper middle income","Europe","Eastern Europe"
"RWA","Rwanda",2020-04-04,102,13,0,12952000,0.8,0,"Low income","Africa","Eastern Africa"
"KNA","Saint Kitts and Nevis",2020-04-04,9,0,0,53000,17,0,"High income","North America","Caribbean"
"LCA","Saint Lucia",2020-04-04,14,1,0,184000,7.6,0,"Upper middle income","North America","Caribbean"
"VCT","Saint Vincent and the Grenadines",2020-04-04,7,4,0,111000,6.3,0,"Upper middle income","North America","Caribbean"
"SMR","San Marino",2020-04-04,259,14,32,34000,761.8,94.1,"High income","Europe","Southern Europe"
"SAU","Saudi Arabia",2020-04-04,2179,140,29,34814000,6.3,0.1,"High income","Asia","Western Asia"
"SEN","Senegal",2020-04-04,219,12,2,16744000,1.3,0,"Lower middle income","Africa","Western Africa"
"SRB","Serbia",2020-04-04,1624,148,44,8737000,18.6,0.5,"Upper middle income","Europe","Southern Europe"
"SYC","Seychelles",2020-04-04,10,0,0,98000,10.2,0,"High income","Africa","Eastern Africa"
"SLE","Sierra Leone",2020-04-04,4,2,0,7977000,0.1,0,"Low income","Africa","Western Africa"
"SGP","Singapore",2020-04-04,1189,75,6,5850000,20.3,0.1,"High income","Asia","South-eastern Asia"
"SVK","Slovakia",2020-04-04,471,21,1,5460000,8.6,0,"High income","Europe","Eastern Europe"
"SVN","Slovenia",2020-04-04,977,43,22,2079000,47,1.1,"High income","Europe","Southern Europe"
"SOM","Somalia",2020-04-04,7,0,0,15893000,0,0,"Low income","Africa","Eastern Africa"
"ZAF","South Africa",2020-04-04,1585,80,9,59309000,2.7,0,"Upper middle income","Africa","Southern Africa"
"ESP","Spain",2020-04-04,126168,6969,11947,46755000,269.8,25.6,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-04-04,166,7,5,21413000,0.8,0,"Upper middle income","Asia","Southern Asia"
"SDN","Sudan",2020-04-04,10,0,2,43849000,0,0,"Lower middle income","Africa","Northern Africa"
"SUR","Suriname",2020-04-04,10,0,1,587000,1.7,0.2,"Upper middle income","South America","South America"
"SWE","Sweden",2020-04-04,6443,312,373,10099000,63.8,3.7,"High income","Europe","Northern Europe"
"CHE","Switzerland",2020-04-04,20505,899,666,8655000,236.9,7.7,"High income","Europe","Western Europe"
"SYR","Syrian Arab Republic",2020-04-04,16,0,2,17501000,0.1,0,"Low income","Asia","Western Asia"
"TWN","Taiwan",2020-04-04,355,7,5,23817000,1.5,0,"High income","Asia","Eastern Asia"
"THA","Thailand",2020-04-04,2067,89,20,69800000,3,0,"Upper middle income","Asia","South-eastern Asia"
"BHS","The Bahamas",2020-04-04,28,4,4,393000,7.1,1,"High income","North America","Caribbean"
"GMB","The Gambia",2020-04-04,4,0,1,2417000,0.2,0,"Low income","Africa","Western Africa"
"TLS","Timor-Leste",2020-04-04,1,0,0,1318000,0.1,0,"Lower middle income","Asia","South-eastern Asia"
"TGO","Togo",2020-04-04,41,1,3,8279000,0.5,0,"Low income","Africa","Western Africa"
"TTO","Trinidad and Tobago",2020-04-04,103,5,6,1399000,7.4,0.4,"High income","North America","Caribbean"
"TUN","Tunisia",2020-04-04,553,58,18,11819000,4.7,0.2,"Lower middle income","Africa","Northern Africa"
"TUR","Turkey",2020-04-04,23934,3013,501,84339000,28.4,0.6,"Upper middle income","Asia","Western Asia"
"UGA","Uganda",2020-04-04,48,0,0,45741000,0.1,0,"Low income","Africa","Eastern Africa"
"GBR","UK",2020-04-04,57772,4073,5229,67886000,85.1,7.7,"High income","Europe","Northern Europe"
"UKR","Ukraine",2020-04-04,1225,153,32,43734000,2.8,0.1,"Lower middle income","Europe","Eastern Europe"
"ARE","United Arab Emirates",2020-04-04,1505,241,10,9890000,15.2,0.1,"High income","Asia","Western Asia"
"TZA","United Republic of Tanzania",2020-04-04,20,0,1,59734000,0,0,"Low income","Africa","Eastern Africa"
"URY","Uruguay",2020-04-04,400,14,5,3474000,11.5,0.1,"High income","South America","South America"
"USA","USA",2020-04-04,309699,33152,11031,331003000,93.6,3.3,"High income","North America","Northern America"
"UZB","Uzbekistan",2020-04-04,266,39,2,33469000,0.8,0,"Lower middle income","Asia","Central Asia"
"VEN","Venezuela",2020-04-04,155,2,7,28436000,0.5,0,"Upper middle income","South America","South America"
"VNM","Vietnam",2020-04-04,240,3,0,97339000,0.2,0,"Lower middle income","Asia","South-eastern Asia"
"ZMB","Zambia",2020-04-04,39,0,1,18384000,0.2,0,"Lower middle income","Africa","Eastern Africa"
"ZWE","Zimbabwe",2020-04-04,9,0,1,14863000,0.1,0,"Lower middle income","Africa","Eastern Africa"
"AFG","Afghanistan",2020-04-05,349,50,7,38928000,0.9,0,"Low income","Asia","Southern Asia"
"ALB","Albania",2020-04-05,361,28,20,2878000,12.5,0.7,"Upper middle income","Europe","Southern Europe"
"DZA","Algeria",2020-04-05,1320,69,152,43851000,3,0.3,"Upper middle income","Africa","Northern Africa"
"AND","Andorra",2020-04-05,501,35,18,77000,650.6,23.4,"High income","Europe","Southern Europe"
"AGO","Angola",2020-04-05,14,4,2,32866000,0,0,"Lower middle income","Africa","Middle Africa"
"ATG","Antigua and Barbuda",2020-04-05,15,0,0,98000,15.3,0,"High income","North America","Caribbean"
"ARG","Argentina",2020-04-05,1451,0,44,45196000,3.2,0.1,"Upper middle income","South America","South America"
"ARM","Armenia",2020-04-05,822,52,7,2963000,27.7,0.2,"Upper middle income","Asia","Western Asia"
"AUS","Australia",2020-04-05,5687,137,35,25500000,22.3,0.1,"High income","Oceania","Australia and New Zealand"
"AUT","Austria",2020-04-05,12051,270,204,9006000,133.8,2.3,"High income","Europe","Western Europe"
"AZE","Azerbaijan",2020-04-05,584,63,7,10139000,5.8,0.1,"Upper middle income","Asia","Western Asia"
"BHR","Bahrain",2020-04-05,700,12,4,1702000,41.1,0.2,"High income","Asia","Western Asia"
"BGD","Bangladesh",2020-04-05,88,18,9,164689000,0.1,0,"Lower middle income","Asia","Southern Asia"
"BRB","Barbados",2020-04-05,56,4,1,287000,19.5,0.3,"High income","North America","Caribbean"
"BLR","Belarus",2020-04-05,562,122,8,9449000,5.9,0.1,"Upper middle income","Europe","Eastern Europe"
"BEL","Belgium",2020-04-05,19691,1260,1447,11590000,169.9,12.5,"High income","Europe","Western Europe"
"BLZ","Belize",2020-04-05,5,1,0,398000,1.3,0,"Upper middle income","North America","Central America"
"BEN","Benin",2020-04-05,22,6,0,12123000,0.2,0,"Low income","Africa","Western Africa"
"BTN","Bhutan",2020-04-05,5,0,0,772000,0.6,0,"Lower middle income","Asia","Southern Asia"
"BOL","Bolivia",2020-04-05,157,18,10,11673000,1.3,0.1,"Lower middle income","South America","South America"
"BIH","Bosnia and Herzegovina",2020-04-05,654,30,23,3281000,19.9,0.7,"Upper middle income","Europe","Southern Europe"
"BWA","Botswana",2020-04-05,6,2,1,2352000,0.3,0,"Upper middle income","Africa","Southern Africa"
"BRA","Brazil",2020-04-05,11130,770,486,212559000,5.2,0.2,"Upper middle income","South America","South America"
"BRN","Brunei",2020-04-05,135,0,1,437000,30.9,0.2,"High income","Asia","South-eastern Asia"
"BGR","Bulgaria",2020-04-05,531,28,20,6948000,7.6,0.3,"Upper middle income","Europe","Eastern Europe"
"BFA","Burkina Faso",2020-04-05,345,27,17,20903000,1.7,0.1,"Low income","Africa","Western Africa"
"BDI","Burundi",2020-04-05,3,0,0,11891000,0,0,"Low income","Africa","Eastern Africa"
"KHM","Cambodia",2020-04-05,114,0,0,16719000,0.7,0,"Lower middle income","Asia","South-eastern Asia"
"CMR","Cameroon",2020-04-05,650,95,9,26546000,2.4,0,"Lower middle income","Africa","Middle Africa"
"CAN","Canada",2020-04-05,15756,2778,259,37742000,41.7,0.7,"High income","North America","Northern America"
"CPV","Cape Verde",2020-04-05,7,0,1,556000,1.3,0.2,"Lower middle income","Africa","Western Africa"
"CAF","Central African Republic",2020-04-05,8,0,0,4830000,0.2,0,"Low income","Africa","Middle Africa"
"TCD","Chad",2020-04-05,9,0,0,16426000,0.1,0,"Low income","Africa","Middle Africa"
"CHL","Chile",2020-04-05,4471,310,34,19116000,23.4,0.2,"High income","South America","South America"
"COL","Colombia",2020-04-05,1485,79,35,50883000,2.9,0.1,"Upper middle income","South America","South America"
"CRI","Costa Rica",2020-04-05,454,19,2,5094000,8.9,0,"Upper middle income","North America","Central America"
"CIV","Cote d'Ivoire",2020-04-05,261,16,3,26378000,1,0,"Lower middle income","Africa","Western Africa"
"HRV","Croatia",2020-04-05,1182,56,15,4105000,28.8,0.4,"High income","Europe","Southern Europe"
"CUB","Cuba",2020-04-05,320,32,8,11327000,2.8,0.1,"Upper middle income","North America","Caribbean"
"CYP","Cyprus",2020-04-05,446,20,9,1207000,37,0.7,"High income","Asia","Western Asia"
"CZE","Czech Republic",2020-04-05,4587,115,67,10709000,42.8,0.6,"High income","Europe","Eastern Europe"
"COD","Democratic Republic of the Congo",2020-04-05,154,0,18,89561000,0.2,0,"Low income","Africa","Middle Africa"
"DNK","Denmark",2020-04-05,4561,292,179,5792000,78.7,3.1,"High income","Europe","Northern Europe"
NA,"Diamond Princess Cruise Ship",2020-04-05,712,0,11,NA,NA,NA,NA,NA,NA
"DJI","Djibouti",2020-04-05,59,9,0,988000,6,0,"Lower middle income","Africa","Eastern Africa"
"DMA","Dominica",2020-04-05,14,0,0,72000,19.4,0,"Upper middle income","North America","Caribbean"
"DOM","Dominican Republic",2020-04-05,1745,257,82,10848000,16.1,0.8,"Upper middle income","North America","Caribbean"
"ECU","Ecuador",2020-04-05,3646,181,180,17643000,20.7,1,"Upper middle income","South America","South America"
"EGY","Egypt",2020-04-05,1173,103,78,102334000,1.1,0.1,"Lower middle income","Africa","Northern Africa"
"SLV","El Salvador",2020-04-05,62,6,3,6486000,1,0,"Lower middle income","North America","Central America"
"GNQ","Equatorial Guinea",2020-04-05,16,0,0,1403000,1.1,0,"Upper middle income","Africa","Middle Africa"
"ERI","Eritrea",2020-04-05,29,0,0,3546000,0.8,0,"Low income","Africa","Eastern Africa"
"EST","Estonia",2020-04-05,1097,58,15,1327000,82.7,1.1,"High income","Europe","Northern Europe"
"SWZ","Eswatini",2020-04-05,9,0,0,1160000,0.8,0,"Lower middle income","Africa","Southern Africa"
"ETH","Ethiopia",2020-04-05,43,5,2,114964000,0,0,"Low income","Africa","Eastern Africa"
"FJI","Fiji",2020-04-05,12,0,0,896000,1.3,0,"Upper middle income","Oceania","Melanesia"
"FIN","Finland",2020-04-05,1927,45,28,5541000,34.8,0.5,"High income","Europe","Northern Europe"
"FRA","France",2020-04-05,71412,1912,8093,65274000,109.4,12.4,"High income","Europe","Western Europe"
"GAB","Gabon",2020-04-05,21,0,1,2226000,0.9,0,"Upper middle income","Africa","Middle Africa"
"GEO","Georgia",2020-04-05,174,12,2,3989000,4.4,0.1,"Upper middle income","Asia","Western Asia"
"DEU","Germany",2020-04-05,100123,4031,1584,83784000,119.5,1.9,"High income","Europe","Western Europe"
"GHA","Ghana",2020-04-05,214,9,5,31073000,0.7,0,"Lower middle income","Africa","Western Africa"
"GRC","Greece",2020-04-05,1735,62,73,10423000,16.6,0.7,"High income","Europe","Southern Europe"
"GRD","Grenada",2020-04-05,12,0,0,113000,10.6,0,"Upper middle income","North America","Caribbean"
"GTM","Guatemala",2020-04-05,61,0,2,17916000,0.3,0,"Upper middle income","North America","Central America"
"GIN","Guinea",2020-04-05,121,10,0,13133000,0.9,0,"Low income","Africa","Western Africa"
"GNB","Guinea Bissau",2020-04-05,18,0,0,1968000,0.9,0,"Low income","Africa","Western Africa"
"GUY","Guyana",2020-04-05,24,1,4,787000,3,0.5,"Upper middle income","South America","South America"
"HTI","Haiti",2020-04-05,21,1,1,11403000,0.2,0,"Low income","North America","Caribbean"
"VAT","Holy See (Vatican City)",2020-04-05,7,0,0,1000,700,0,NA,"Europe","Southern Europe"
"HND","Honduras",2020-04-05,268,4,22,9905000,2.7,0.2,"Lower middle income","North America","Central America"
"HKG","Hong Kong",2020-04-05,890,28,4,7497000,11.9,0.1,"High income","Asia","Eastern Asia"
"HUN","Hungary",2020-04-05,733,55,34,9660000,7.6,0.4,"High income","Europe","Eastern Europe"
"ISL","Iceland",2020-04-05,1486,69,4,341000,435.8,1.2,"High income","Europe","Northern Europe"
"IND","India",2020-04-05,3588,506,99,1380004000,0.3,0,"Lower middle income","Asia","Southern Asia"
"IDN","Indonesia",2020-04-05,2273,181,198,273524000,0.8,0.1,"Lower middle income","Asia","South-eastern Asia"
"IRN","Iran (Islamic Republic of)",2020-04-05,58226,2483,3603,83993000,69.3,4.3,"Upper middle income","Asia","Southern Asia"
"IRQ","Iraq",2020-04-05,961,83,61,40223000,2.4,0.2,"Upper middle income","Asia","Western Asia"
"IRL","Ireland",2020-04-05,4994,390,158,4938000,101.1,3.2,"High income","Europe","Northern Europe"
"ISR","Israel",2020-04-05,8430,579,49,8656000,97.4,0.6,"High income","Asia","Western Asia"
"ITA","Italy",2020-04-05,128948,4316,15887,60462000,213.3,26.3,"High income","Europe","Southern Europe"
"JAM","Jamaica",2020-04-05,58,5,3,2961000,2,0.1,"Upper middle income","North America","Caribbean"
"JPN","Japan",2020-04-05,3876,351,93,126476000,3.1,0.1,"High income","Asia","Eastern Asia"
"JOR","Jordan",2020-04-05,345,22,5,10203000,3.4,0,"Upper middle income","Asia","Western Asia"
"KAZ","Kazakhstan",2020-04-05,584,53,6,18777000,3.1,0,"Upper middle income","Asia","Central Asia"
